First Name,ga_first_name,ga_gender,ga_accuracy,ga_samples
Janine,Janine,female,98,9033
Fernando Elisio,Fernando Elisio,male,99,77922
Carlos,Carlos,male,99,174998
Fernando Jorge,Fernando Jorge,male,99,95
Norodom,Norodom,male,100,3
Hun,Hun,male,85,40
BIN CHHIN,Bin Chhin,male,70,20
Aung,Aung,male,100,2
Chea,Chea,male,79,160
Hor,Hor,male,87,15
Ke,Ke,male,83,12
Kong,Kong,male,74,105
Men,Men,male,87,23
Nhek,Nhek,male,75,4
Sar,Sar,male,63,8
Prak,Prak,male,89,28
Yim,Yim,male,92,26
BIN CHHIN,Bin Chhin,male,70,20
Veng,Veng,male,85,13
Pan,Pan,male,86,7
Him,Him,male,77,22
Phoeung,Phoeung,male,75,4
Aun,Aun,unknown,50,6
Hang,,,,
Say,Say,male,91,23
Prak,Prak,male,89,28
Mam,Mam,male,75,8
Cham,Cham,male,100,3
Khieu,Khieu,male,100,3
Sar,Sar,male,63,8
Ang,Ang,male,73,15
Ith,Ith,male,75,8
Chea,Chea,male,79,160
Suy,Suy,male,83,18
Chhay,Chhay,male,80,44
Tram,Tram,male,100,2
Sun,Sun,male,75,61
Men,Men,male,87,23
Ouk,Ouk,male,66,35
Vorng,Vorng,male,67,3
Thong,Thong,male,92,12
Lim,Lim,male,80,105
Ing Kantha,Ing,male,90,10
Chea,Chea,male,79,160
Chum,Chum,male,79,19
Sovann,Sovann,male,88,56
Joseph Dion,Joseph,male,99,1106
Amadou,Amadou,male,98,123
Ferdinand,Ferdinand,male,99,179
Paul Che,Paul Che,male,96,938
Moustapha,Moustapha,male,98,91
Joseph Beti,Joseph Beti,male,98,1108
Ibrahim,Ibrahim,male,96,292
Bolvine,,,,
Mba Acha,Mba Acha,male,69,35
Paul Mingo,Paul Mingo,male,98,866
Hamadou,Hamadou,male,92,87
Benoit,Benoit,male,99,134
Rene Emmanuel,Rene Emmanuel,male,98,1397
Pierre Ismael,Pierre Ismael,male,99,980
Laurent Serge,Laurent Serge,male,98,1417
Michel Ange,Michel Ange,male,100,7
Luc Magloire,Luc Magloire,male,95,328
George Obam,George Obam,male,94,121
Alamine Ousmane,Alamine Ousmane,male,100,46
Bakary,Bakary,male,94,18
Lejeune,Lejeune,male,100,6
Louis-Paul,Louis-Paul,male,100,6
Jules Doret,Jules,male,99,523
Jacques Fame,Jacques,male,99,552
Jean de Dieu,Jean de Dieu,male,100,26
Gregroire,Gregroire,male,75,4
Henri,Henri,male,98,365
Aboubakary,Aboubakary,male,100,9
Alim,Alim,male,88,32
Minette Libom Li,Minette Li,female,96,53
Malachie,Malachie,male,100,3
Madeleine,Madeleine,female,99,289
Pauline Lyonga,Pauline Lyonga,female,96,308
Achille,Achille,male,98,440
Pauline Irene,Pauline Irene,female,98,582
Narcisse,Narcisse,male,97,270
Paul Atanga,Paul Atanga,male,98,879
Baba,Baba,male,98,55
Zakariaou,Zakariaou,male,75,4
Celestine Keutcha,Celestine,female,86,69
George Essomba,George Essomba,male,91,138
Marie Theresa Abena,Marie Theresa Abena,female,98,1615
Mounouna,,,,
Landry,Landry,male,95,442
Armand,Armand,male,99,540
Philibert,Philibert,male,100,9
Henri  Essomba,Henri Essomba,male,96,388
Michel Tommo,Michel,male,96,806
Julie,Julie,female,99,1472
Justin Pierre James,Justin Pierre James,male,99,6104
Chrystia,Chrystia,female,100,2
Marie-Claude,Marie-Claude,female,98,195
Steven,Steven,male,99,1236
Carolyn,Carolyn,female,99,366
Joyce,Joyce,female,98,250
Bardish,,,,
Melanie,Melanie,female,99,822
Carla,Carla,female,100,275
Jonathan,Jonathan,male,100,1923
William Francis,William Francis,male,100,1893
Bernadette,Bernadette,female,98,88
Francois-Philippe,Francois-Philippe,male,100,1284
Patty,Patty,female,95,87
Marco,Marco,male,100,414
Marc,Marc,male,100,1432
Catherine,Catherine,female,99,1010
Navdeep Singh,Navdeep Singh,male,86,36
Karina,Karina,female,97,111
Filomena,Filomena,female,100,6
Mona,Mona,female,98,129
Harjit Singh,Harjit Singh,male,75,24
Diane,Diane,female,99,918
Seamus,Seamus,male,100,18
Anita,Anita,female,98,305
Deb,Deb,female,100,202
Mary,Mary,female,99,875
Lawrence,Lawrence,male,99,263
Maryam,Maryam,female,98,110
Jean-Yves,Jean-Yves,male,98,64
Dominic,Dominic,male,99,374
Stephen,Stephen,male,100,1468
Marc-Andre,Marc-Andre,male,100,67
Faustin-Archange,Faustin,male,100,2
Simplice,Simplice,male,98,697
Honore,Honore,male,75,4
Gisele,Gisele,female,100,5
Abdoulaye,Abdoulaye,male,75,4
Charles Paul Lemasset,Paul,male,100,7
Arlette,Arlette,female,75,4
Theodore,Theodore,male,100,15900
Henri Marie,Marie,female,100,6
Charles-Armel,Armel,male,100,2
Fernande,Fernande,female,100,2
Gaby Francky,Gaby,male,75,4
Jean Serge,Jean Serge,male,100,16
Flavien,Flavien,male,97,1897
Yerima Youssoufa,Yerima Youssoufa,male,94,154
Leopold,Leopold,male,97,1226
Moukadas,Moukadas,male,100,2
Bertrand,Bertrand,male,100,8
Justin,Justin,male,100,5
Silvere,Silvere,male,97,178
Jean-Christophe,Jean,male,100,11
Abbas Mahamat,Mahamat,male,100,5
Ambroisine,Ambroisine,female,100,20
Idriss  Itno,Idriss,male,96,23
Mahamat,Mahamat,male,98,185
Oumar Yaya,Oumar Yaya,male,98,46
Issa,Issa,male,100,30
Sidick Abdelkerim,Abdelkerim,male,100,15
Allali Mahamat,Mahamat,male,98,185
Mahamat  Cherif,Mahamat Cherif,male,98,189
Abdramane Mouctar,Abdramane,male,100,4
Djimet,Djimet,male,100,7
Gayang,,,,
Ahmat Mahamat,Ahmat Mahamat,male,100,7
Aboubakar Assidick,Aboubakar,male,100,9
Boukar,Boukar,male,100,6
Ndolenodji Alixe,Alixe,female,69,83
Lydie,Lydie,female,75,4
Mahamat Abdoulaye,Mahamat Abdoulaye,male,98,228
Aziz Mahamat,Mahamat,male,98,185
Ali Mbodou,Ali,male,97,65
Mahamat Abali,Mahamat,male,98,185
Achta Ahmat,Achta Ahmat,male,90,58
Ruth,Ruth,female,75,4
Djalal Ardjoun,Djalal,male,75,4
Mariam Mahamat,Mariam Mahamat,male,93,195
Nouradine Delwa Kassire,Nouradine,male,100,3
Daoud Yaya,Daoud Yaya,male,100,12
Hisseine Tahir,Hisseine Tahir,male,100,16
Ahmed Alkhoudar Ali,Ahmed Ali,male,95,77
Ndordji,,,,
Achta Saleh,Achta Saleh,male,78,27
Ngote Gali,Gali,female,50,438
Moustapha Ali,Moustapha Ali,male,97,78
Sebastian  Echenique,Sebastian,male,99,1533
Gonzalo  Mac-Iver,Gonzalo,male,99,1005
Cecilia,Cecilia,female,98,680
Antonio,Antonio,male,99,448
Jose Ramon  Vias,Jose Ramon,male,99,1563
Susana,Susana,female,99,326
Roberto  Espinoza,Roberto,male,100,986
Emilio,Emilio,male,100,207
Cristian,Cristian,male,100,2566
Andres  Pinera,Andres,male,100,976
Hernan,Hernan,male,99,286
Baldo,Baldo,male,75,4
Consuelo,Consuelo,female,97,178
Alberto  Otero,Alberto,male,100,309
Juan Andres,Juan Andres,male,100,39
Alfredo,Alfredo,male,100,279
Pauline,Pauline,female,86,7
Gloria,Gloria,female,98,330
Isabel,Isabel,female,99,432
Mario  Cullell,Mario,male,100,871
Juan Gabriel  Soublette,Juan Gabriel,male,100,2485
Milenko  Tapia,Milenko Tapia,male,100,20
Jinping,Jinping,male,62,13
Qishan,Qishan,male,100,3
Keqiang,Keqiang,male,100,2
Zheng,Zheng,male,75,502
Chunlan,Chunlan,female,100,14
Chunhua,Chunhua,female,88,57
He,He,male,74,204
Fenghe,Fenghe,male,75,4
Jie,Jie,male,63,867
Yi,Yi,male,73,459
Kezhi,Kezhi,male,75,4
Yong,Yong,male,95,502
Lifeng,Lifeng,male,85,39
Xiaowei,Xiaowei,male,64,101
Bater,Bater,male,100,3
Changfu,Changfu,male,100,7
Shuxian,Shuxian,female,67,3
Shan,Shan,female,65,271
Shugang,Shugang,male,100,2
Baosheng,Baosheng,male,100,5
Ganjie,,,,
Kun,Kun,male,85,289
Menghui,Menghui,male,75,4
Jinan,Jinan,male,85,13
Wei,Wei,male,76,1859
Zhenghua,Zhenghua,male,83,18
Hao,Hao,male,89,723
Zhigang,Zhigang,male,100,44
Wenqing,Wenqing,unknown,50,16
Xiaodu,,,,
Xiaopeng,Xiaopeng,male,94,34
Jingping,Jingping,female,60,10
Zejun,Zejun,male,67,6
Gang,,,,
Tiankai,,,,
Zhaoxu,Zhaoxu,male,100,8
Carrie,Carrie,female,99,229
Matthew  Kin-chung,Matthew,male,100,209
Joshua  Chi-kong,Joshua,male,99,172
Edward  Tang-wah,Edward,male,98,444
Patrick  Tak-kuen,Patrick,male,98,422
Michael  Wai-lun,Michael,male,99,1989
Kevin  Yun-hung,Kevin,male,99,2342
Kam-sing,Kam,male,87,31
Paul  Mo-po,Paul,male,99,805
James,James,male,98,1570
Sophia  Siu-chee,Sophia,female,98,709
Kong-wah,Kong-Wah,male,75,130
Nicholas  Wei-hsiung,Nicholas,male,98,161
Rimsky  Kwok-keung,Rimsky  Kwok-Keung,male,81,251
Chi-kwong,Chi-Kwong,male,72,160
John  Ka-chiu,John,male,98,1880
Frank  Fan,Frank Fan,male,89,1769
Norman  Tak-lam,Norman,male,100,64
Geoffrey  Tao-li,Geoffrey,male,100,31
Andrew  Kwan-yuen,Andrew,male,99,519
Stephen  Wai-chung,Stephen,male,98,406
Simon  Yun-lu,Simon,male,98,915
David  Tak-kei,David,male,99,2917
Fernando  Sai-on,Fernando,male,97,79
Florinda Da Rosa Silva,Florinda Da Rosa Silva,female,53,157
Francis  Pak-yuen,Francis,male,93,146
Kuoc Va,Va,unknown,50,2
Cheong,Cheong,male,65,17
Si Io,Si Io,male,53,53
Chio Meng,Chio Meng,male,53,427
Hou Fai,Hou Fai,male,65,116
Iat Seng,Seng,male,68,22
Veng On,On,male,86,7
Man Chong,Man Chong,male,73,295
Ivan  Marquez,Ivan,male,99,880
Marta Lucia,Marta Lucia,female,100,13
Andres  Pinzon,Andres,male,99,5757
Jose Manuel  Abondano,Jose Manuel,male,99,3597
Carmen Ines  Camacho,Carmen Ines,female,97,410
Carlos Holmes  Garcia,Carlos Holmes Garcia,male,99,4782
Maria Victoria,Maria Victoria,female,97,102
Maria Fernanda  Londono,Maria Fernanda,female,98,1944
Ricardo,Ricardo,male,100,1641
Alberto  Barrera,Alberto,male,99,727
Claudia  de Barberi,Claudia De,female,98,1651
Juan Pablo,Juan Pablo,male,100,1380
Jonathan  Gonzalez,Jonathan Gonzalez,male,99,1065
Silvia  Rengifo,Silvia,female,98,283
Nancy Patricia,Nancy Patricia,female,100,9
Margarita Leonor  Blanco,Margarita Leonor,female,99,505
Alicia  Olmos,Alicia,female,100,126
Angela Maria,Angela Maria,female,99,274
Gloria Amparo  Masmela,Gloria Amparo,female,98,958
Fabio  Garzon,Fabio Garzon,male,99,543
Juan Jose,Juan Jose,male,99,330
Francisco  Calderon,Francisco,male,99,822
Guillermo    Valderrama,Guillermo,male,100,751
Assoumani,Assoumani,male,58,12
Nourdine Ben,Nourdine Ben,male,97,36
Bianrifi,,,,
Moustadroine,,,,
Said Ali Said,Said Ali Said,male,100,4
Mohamed El-Amine,Mohamed El-Amine,male,100,2
Rashid Mohamed  Fatfma,Mohamed,male,84,213
Mohamed  Kiki,Mohamed,male,84,213
Mohamed Housseini,Mohamed,male,84,213
Salim,Salim,male,90,31
Abdallah Said,Abdallah Said,male,100,3
Mohamed Chatur,Mohamed,male,84,213
Ladaenti,,,,
Abdou Mohamed,Abdou Mohamed,male,83,281
Soilihi Mohamed,Soilihi Mohamed,male,84,230
Sylvestre  Ilunkamba,Sylvestre ,male,97,1010
Gilbert  Malamba,Gilbert  Malamba,male,98,10415
Celestin  Ya Kasende,Celestin  Ya Kasende,male,75,2333
Jean Baudouin  Manbeke,Jean Baudouin ,male,89,84522
Elysee  Tamukumwe,Elysee ,male,65,195
Willy  Sunzhel,Willy ,male,95,13691
David Jolino  Makelele ma-Muzingi,David Jolino  Makelele,male,99,381820
Azarias  Manywa,Azarias  Manywa,male,97,77
Nene  Ilunga,Nene  Ilunga,male,63,2822
Marie  Nzeza,Marie  Nzeza,female,97,110438
Beatrice  Atilite,Beatrice ,female,98,19499
Eteni,,,,
Rubens  Muhima,Rubens  Muhima,male,99,2267
Eustache  Mubembe,Eustache ,male,95,212
Pepin Guillaume  Buakila,Pepin Guillaume ,male,99,37412
Willy  Wilima,Willy ,male,95,13691
Pius  Mbayu Mukala,Pius  Mukala,male,98,1388
Jean Joseph  Mukuta,Jean Joseph  Mukuta,male,94,147255
Jean-Marie  Kikuni,Jean-Marie  Kikuni,male,98,4719
Aime  Mukena,Aime  Mukena,male,77,1449
Claude  Bazibuhe,Claude ,male,89,25624
Jean Lucien  Tongba,Jean Lucien ,male,90,89288
Jose  Yalaghuli,Jose ,male,97,148386
Jonathan  Wata,Jonathan  Wata,male,99,84451
Thomas  Losendjola,Thomas ,male,99,129180
Andre  Asebea,Andre ,male,97,49460
Steve  Mabuluki,Steve ,male,99,80012
Julien  Kahongya,Julien ,male,98,72533
Aime  Molendo,Aime ,male,77,1425
Aggee   Toto,Aggee   Toto,male,83,11006
Justin  Mwana Ngongo,Justin  Mwana Ngongo,male,98,43902
Willy  Samsoni,Willy  Samsoni,male,95,13697
Acacia  Mbongo,Acacia  Mbongo,female,89,279
Clement  Nymi Bemuna,Clement ,male,97,10166
Augustin  Maliba,Augustin  Maliba,male,98,2814
Andre  Kana,Andre  Kana,male,96,50205
Jacqueline  Sanganyoi,Jacqueline ,female,98,23330
John  Panumankole,John ,male,99,219088
Yollande  Bosongo,Yollande ,female,96,168
Deogratias  Kunzi Bikawa,Deogratias  Kunzi,male,97,186
Guy  Pombo,Guy  Pombo,male,98,20881
Jose  Kabangu,Jose  Kabangu,male,97,148395
Rose  Monkaju,Rose ,female,100,10610
Marcel Amos  Kitenge,Marcel Amos  Kitenge,male,99,47830
Yves  Zola,Yves  Zola,male,96,20169
Didier  Mukanzu,Didier ,male,98,29194
Eraston  Tsongo,Eraston  Tsongo,male,89,18
Sylvain  Kabinga,Sylvain  Kabinga,male,98,23762
Eyrolles Michel  Meya,Michel  Meya,male,97,68254
Irene  Diata,Irene  Diata,female,98,30228
Deogratias  Mwana Nyembo,Deogratias  Mwana Nyembo,male,89,246
Francois Nkuna,Francois Nkuna,male,98,17877
Ignace   wa Lufuta,Ignace   Wa Lufuta,male,83,1406
Denis  Nguesso,Denis  Nguesso,male,97,42508
Firmin,Firmin,male,98,739
Claude Alphonse,Claude Alphonse,male,90,27819
Gilbert,Gilbert,male,98,10398
Landry Euloge,Landry Euloge,male,95,3017
Thierry,Thierry,male,98,41754
Leonidas Carel Mottom,Leonidas Carel Mottom,male,98,4655
Charles Richard,Charles Richard,male,100,9
Serge Blaise,Serge Blaise,male,98,27419
Calixte,Calixte,male,80,230
Rosalie,Rosalie,female,98,2440
Jacqueline Lydia,Jacqueline Lydia,female,98,38532
Jean-Marc,Jean-Marc,male,99,6278
Josue-Rodrigue,Josue-Rodrigue,male,99,20528
Raymond Zephirin,Raymond Zephirin,male,99,20202
Emile,Emile,male,94,3881
Parfait Aime Coussoud,Parfait Aime,male,87,2739
Ingrid Olga Ebouka,Ingrid Olga,female,98,63270
Leon Juste,Leon Juste,male,96,18329
Anatole Collinet,Anatole Collinet,male,94,475
Ange Aime,Ange Aime,male,67,3
Hellot Matson,Matson,male,95,22
Yvonne Adelaide,Yvonne Adelaide,female,99,26927
Antoinette Dinga,Antoinette Dinga,female,99,11954
Alain Akouala,Alain,male,98,53597
Alfred Leon,Alfred Leon,male,98,29516
Nicephore Antoine Thomas  Saint Eudes,Nicephore Antoine Thomas  Saint Eudes,male,99,164712
Jean Jacques,Jean Jacques,male,98,2167
Bruno Jean Richard,Bruno Jean Richard,male,96,268810
Arlette Soudan,Arlette Soudan,female,98,3021
Ines Bertille Nefer,Ines Bertille Nefer,female,97,17727
Destinee Ermela,Destinee Ermela,female,100,3023
Digne Elvis Tsalissan,Digne Elvis,male,98,12884
Serge,Serge,male,98,24551
Raymond Serge,Raymond Serge,male,99,44669
Henry,Henry,male,75,4
Rose,Rose,female,100,10607
Robert,Robert,male,100,2
Carlos  Quesada,Carlos,male,100,807
Epsy  Barr,Epsy  Barr,male,80,80
Marvin  Cordero,Marvin,male,99,129
Renato  Rivera,Renato,male,100,6
Mauricio  Ulloa,Mauricio,male,100,346
Sylvie  Salvatierra,Sylvie,female,100,3
Victoria  Mora,Victoria,female,100,29
Giselle  Maduro,Giselle,female,95,21
Carlos Manuel  Echandi,Carlos Manuel,male,100,1041
Rodrigo,Rodrigo,male,100,121
Manuel Enrique  Robles,Manuel Enrique,male,100,312
Dyala  Figueres,Dyala,female,75,4
Giselle  Munoz,Giselle,female,95,21
Emilio Arias,Emilio,male,100,38
Marcia  Aguiluz,Marcia,female,100,19
Geannina  Romeros,Geannina,female,100,5
Pilar  Gonzalo,Pilar Gonzalo,male,67,51
Victor  Mora,Victor,male,100,174
Michael  Rojas,Michael,male,100,182
Rodolfo  Mata,Rodolfo,male,99,110
Luis Adrian  Solis,Luis Adrian,male,100,742
Maria  Salazar Elizondo,Maria,female,99,238
Maria Amalia  Raventos,Maria Amalia,female,98,246
Emilia,Emilia,female,100,16
Roman  Hayes,Roman  Hayes,male,100,7247
Rodrigo  Zeledon,Rodrigo,male,100,121
Alassane Dramane,Alassane Dramane,male,98,527
Daniel Kablan,Daniel Kablan,male,94,994
Fidele,Fidele,male,76,192
Hamed,Hamed,male,97,849
Jeannot,Jeannot,male,98,56
Tene Birahima,Tene,female,91,11
Amadou Gon,Amadou Gon,male,98,428
Mamadou Sangafoa,Mamadou,male,99,1562
Kobena Kouassi,Kobena Kouassi,male,79,1063
Bruno Nabagne,Bruno,male,97,238
Claude Isaac,Claude Isaac,male,95,964
Maurice Kouakou,Maurice Kouakou,male,81,876
Amede Koffi,Amede Koffi,male,78,990
Adama,Adama,male,97,1193
Jean Claude,Jean Claude,male,99,368
Anne Desiree,Anne Desiree,female,98,749
Marcel,Marcel,male,96,594
Souleymane,Souleymane,male,99,846
Raymonde Goudou,Raymonde,female,100,51
Ramata Ly,Ramata Ly,female,91,70
Sidiki,Sidiki,male,97,69
Sansan,Sansan,male,96,25
Kandia Kamissoko,Kandia Kamissoko,female,56,9
Niale,,,,
Pascal Abinan,Pascal,male,98,490
Francois Albert,Francois Albert,male,98,641
Siandou,Siandou,male,75,4
Alain Richard,Alain Richard,female,67,3
Mariatou,Mariatou,female,100,23
Sidi Tiemoko,Sidi Tiemoko,male,94,155
Kacou Houadja Leon,Kacou Leon,male,91,234
Kolinda,Kolinda,female,75,4
Andrej,Andrej,male,100,152
Zdravko,Zdravko,male,98,180
Damir,Damir,male,99,836
Marija,Marija,female,98,762
Nina,Nina,female,99,320
Vesna,Vesna,female,98,362
Darko,Darko,male,99,561
Martina,Martina,female,98,643
Gordan,Gordan,male,100,94
Drazen,Drazen,male,100,165
Marko,Marko,male,99,1898
Blazenka,Blazenka,female,100,17
Gari,Gari,male,75,4
Boris,Boris,male,99,479
Pjer,Pjer,male,100,5
Miguel   Bermudez,Miguel,male,99,72
Salvador Antonio  Mesa,Salvador Antonio Mesa,male,100,81
Juan Esteban  Hernandez,Juan Esteban,male,100,87
Ana Maria  Machado,Ana Maria,female,97,161
Homero  Alvarez,Homero  Alvarez,male,92,807
Ricardo  Ruiz,Ricardo Ruiz,male,98,45
Ines  Waugh,Ines,female,100,4
Roberto  Ojeda,Roberto,male,100,108
Jorge Luis  Fonseca,Jorge Luis,male,99,288
Ramiro  Menendez,Ramiro,male,100,8
Jose Amado  Guerra,Jose Amado,male,100,137
Gustavo Luis  Rollero,Gustavo Luis,male,100,156
Jorge Luis  Di-Lella,Jorge Luis,male,99,288
Rene  Villafana,Rene,male,100,20
Alpidio  Grau,Alpidio  Grau,male,82,44
Betsy  Velazquez,Betsy,female,100,4
Alejandro  Fernandez,Alejandro,male,100,146
Ena Elsa  Cobiella,Elsa,female,100,11
Raul  Barreiro,Raul,male,100,63
Meisi  Weiss,Meisi  Weiss,male,69,201
Iris  Rojas,Iris,female,86,7
Bruno  Parrilla,Bruno,male,93,14
Rodrigo  Diaz,Rodrigo,male,92,13
Jose Ramon  Loidi,Jose Ramon,male,100,170
Alfredo  Valdes,Alfredo,male,100,43
Julio Cesar  Bermejo,Julio Cesar,male,99,73
Oscar Manuel  Martinez,Oscar Manuel,male,100,119
Margarita Marlene  Fernandez,Margarita Marlene,female,96,23
Jose Angel  Miranda,Jose,male,100,129
Leopoldo,Leopoldo,male,100,3
Elba Rosa  Montoya,Rosa,female,100,23
Manuel  Cruz,Manuel,male,100,74
Eduardo  Davila,Eduardo,male,100,92
Alfonso  Martinez,Alfonso,male,100,10
Osvaldo Caridad  Montiller,Osvaldo Caridad,male,67,39
Antonio  Rodriguez,Antonio,male,100,75
Yamila  Ojeda,Yamila,female,100,12
Irma Margarita  Castrillon,Irma Margarita,female,100,19
Nikos,Nikos,male,99,506
Kostas,Kostas,male,99,340
Savvas,Savvas,male,98,377
Prodromos,Prodromos,male,100,20
Georgios,Georgios,male,98,80
Konstantinos,Konstantinos,male,98,152
Ionas,Ionas,male,100,3
Zeta,Zeta,female,67,3
Giannis,Giannis,male,100,319
Kyriakos,Kyriakos,male,99,344
Marios,Marios,male,96,1566
Milos,Milos,male,99,5905
Miroslav,Miroslav,male,99,18463
Antonin,Antonin,male,98,1899
Lubomir,Lubomir,male,99,1399
Alena,Alena,female,99,27471
Adam,Adam,male,99,101742
Marta,Marta,female,98,84333
Tatana,Tatana,female,96,171
Petr,Petr,male,98,61668
Klara,Klara,female,98,4211
Jiri,Jiri,male,98,7717
Hynek,Hynek,male,98,626
Margrethe,Margrethe,female,100,31
Mette,Mette,female,99,1109
Kaare,Kaare,male,100,34
Pernille,Pernille,female,99,565
Trine,Trine,female,99,400
Rasmus,Rasmus,male,100,1201
Lea,Lea,female,98,127
Nicolai,Nicolai,male,100,345
Mogens,Mogens,male,100,317
Jeppe,Jeppe,male,99,324
Magnus,Magnus,male,100,191
Mattias,Mattias,male,100,20
Nick,Nick,male,99,221
Ane,Ane,female,100,36
Astrid,Astrid,female,100,81
Morten,Morten,male,100,1806
Lars,Lars,male,100,1927
Lone Dencker,Lone,female,99,535
Martin Bille,Martin Bille,male,100,2093
Ismail Omar,Ismail Omar,male,94,220
Abdoulkader Kamil,Abdoulkader Kamil,male,96,100
Mohamed Ahmed,Mohamed Ahmed,male,100,7
Bodeh Ahmed,Bodeh Ahmed,male,96,478
Abdi Youssouf,Abdi Youssouf,male,93,260
Ali Hassan,Ali Hassan,male,95,644
Ilyas Moussa,Ilyas Moussa,male,97,136
Yacin Houssein,Yacin Houssein,male,95,207
Mahamoud Ali,Mahamoud Ali,male,95,394
Moussa Mohamed,Moussa Mohamed,male,100,2
Djama Elmi,Djama Elmi,male,90,88
Nabil Mohamed,Nabil Mohamed,male,96,617
Moussa Ahmed,Moussa Ahmed,male,96,584
Hassan Omar Mohamed,Hassan Omar Mohamed,male,96,1064
Moumin Hassan,Moumin Hassan,male,96,319
Moumin Ahmed,Moumin Ahmed,male,96,490
Hassan Idriss,Hassan Idriss,male,96,373
Moumina Houmed,Moumina Houmed,male,76,41
Moustapha Mohamed,Moustapha Mohamed,male,100,2
Ahmed  Ali,Ahmed Ali,male,95,815
Mohamed Siad,Mohamed Siad,male,96,602
Roosevelt,Roosevelt,male,100,2052
Reginald,Reginald,male,98,2262
Roselyn,Roselyn,female,100,4552
Catherine Lady,Catherine Lady,female,98,44808
Petter Saint,Petter Saint,male,95,2832
Francine,Francine,female,75,4
Kenneth,Kenneth,male,99,20555
Kelver,Kelver,male,75,4
Rayburn,Rayburn,male,100,20
Casius,Casius,male,100,44
Miriam,Miriam,female,98,26103
John Collin,John,male,100,2
Ian,Ian,male,99,34076
Justina,Justina,female,99,7040
Johnson,Johnson,male,96,6930
Ivor,Ivor,male,98,532
Levi,Levi,male,75,4
Loreen Ruth,Ruth,female,100,3
Danilo  Sanchez,Danilo Sanchez,male,98,56
Margarita,Margarita,female,98,81
Ruben Dario Paulino,Ruben Dario Paulino,male,99,145
Isidoro,Isidoro,male,100,2
Andres  Garcia,Andres Garcia,male,97,159
Angel Francisco  Bourdierd,Francisco,male,100,422
Donald  Ortiz,Donald Ortiz,male,100,11
Miguel Octavio  Maldonado,Miguel Octavio,male,100,489
Nelson  Simo,Nelson Simo,male,98,163
Jose Ramon  Fadul,Jose Ramon,male,100,1252
Winston Antonio  Urena,Winston Antonio,male,100,211
Gustavo Adolfo  Franco,Gustavo Adolfo Franco,male,99,141
Manuel Ramon,Manuel Ramon,male,99,777
Rafael  Cardenas,Rafael,male,99,548
Gonzalo  Terrero,Gonzalo,male,100,14
Danilo,Danilo,male,98,52
Francisco Javier  Fernandez,Francisco Javier,male,99,592
Janet Altagracia  Hernandez,Janet Altagracia,female,96,93
Jorge Felix  Contreras,Jorge Felix,male,99,485
Jose Ramon  Sanchez,Jose Ramon Sanchez,male,100,1256
Jean Alain,Jean Alain,male,98,90
Hector  Albizu,Hector,male,100,226
Jose Tomas  Vazquez,Jose Tomas,male,100,1043
Francisco Antonio,Francisco Antonio,male,100,14
Lenin  Garces,Lenin,male,100,209
Otto  Sper,Otto,male,100,18
Xavier  Guerrero,Xavier,male,100,616
Ana Katuska  Salcedo,Ana,female,100,347
Juan Fernando,Juan Fernando,male,100,26
Berenice  Molina,Berenice,female,100,8
Monserrat  Guillen,Monserrat,female,100,9
Jose Ivan  Briones,Jose Ivan,male,99,1512
Marcelo  Guerrero,Marcelo,male,100,441
Richard  Alvarado,Richard,male,100,308
Jose  Amores,Jose,male,99,1162
Ivan  Berru,Ivan,male,99,350
Maria Paula  Rodriguez,Maria Paula Rodriguez,female,98,695
Pablo  Saenz,Pablo,male,100,810
Andres  Poveda,Andres,male,99,1219
Oswaldo  Roman,Oswaldo,male,100,171
Catalina  Zeballos,Catalina,female,97,65
Andrea  Andrade,Andrea Andrade,female,97,982
Andres  Ayala,Andres,male,99,1219
Rosi,Rosi,female,100,12
Jorge  Zavala,Jorge,male,100,1444
Guido  Almeida,Guido,male,100,85
Gabriel  Soria,Gabriel,male,99,528
Juan Sebastian  Proano,Juan Sebastian,male,100,1408
Adrian  Soria,Adrian,male,100,273
Marlo  Fuentes,Marlo,male,100,2
Ricardo  Nuques,Ricardo,male,99,590
Maria Alexandra  Padilla,Maria Alexandra Padilla,female,98,1119
Humberto  Tipanluisa,Humberto,male,98,64
Johana  Benitez,Johana,female,99,98
Veronica  Jarrin,Veronica,female,99,467
Francisco  Mena,Francisco,male,100,567
Luis  Chiriboga,Luis,male,99,1919
Abdelfattah,Abdelfattah,male,100,47
